,item_id,name,category,price,old_price,sellable_online,link,other_colors,short_description,designer,depth,height,width,product_img,
3842,29067293,ANTILOP,Nursery furniture,119,No old price,TRUE,https://www.ikea.com/sa/en/p/antilop-highchair-with-tray-white-silver-colour-s29067293/,No,"Highchair with tray, white/silver-colour",IKEA of Sweden,,,,https://www.ikea.com/sa/en/images/products/antilop-highchair-with-tray-white-silver-colour__0727481_pe735706_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/antilop-highchair-with-tray-white-silver-colour__1205616_pe907170_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/antilop-highchair-with-tray-white-silver-colour__1205626_pe907179_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/antilop-highchair-with-tray-white-silver-colour__1062061_pe850641_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/antilop-highchair-with-tray-white-silver-colour__1205614_pe907169_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/antilop-highchair-with-tray-white-silver-colour__1205615_pe907171_s5.jpg?f=s,
3806,30449748,ANTILOP,Nursery furniture,30,30,TRUE,https://www.ikea.com/sa/en/p/antilop-supporting-cushion-white-30449748/,No,"Supporting cushion, white",S Edholm/L Ullenius,22,2,18,https://www.ikea.com/sa/en/images/products/antilop-supporting-cushion-white__0709412_pe726972_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/antilop-supporting-cushion-white__0873834_pe726973_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/antilop-supporting-cushion-white__0873827_pe726971_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/antilop-supporting-cushion-white__0873838_pe726974_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/antilop-supporting-cushion-white__0873531_pe726967_s5.jpg?f=s,
2718,60261037,ARKELSTORP,Tables & desks,"1,295",No old price,TRUE,https://www.ikea.com/sa/en/p/arkelstorp-desk-black-60261037/,No,"Desk, black,",Ebba Strandmark,70,74,140,https://www.ikea.com/sa/en/images/products/arkelstorp-desk-black__0735967_pe740301_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/arkelstorp-desk-black__0802362_ph162375_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/arkelstorp-desk-black__0939545_ph171072_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/arkelstorp-desk-black__0849208_pe565265_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/arkelstorp-desk-black__0276309_pe414745_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/arkelstorp-desk-black__0526854_pe645209_s5.jpg?f=s,
4010,19435154,ASKHOLMEN,Outdoor furniture,239,No old price,TRUE,https://www.ikea.com/sa/en/p/askholmen-chair-outdoor-foldable-light-brown-stained-kloesan-blue-s19435154/,No,"Chair, outdoor, foldable light brown stained/Klösan blue",Unknown,,,,https://www.ikea.com/sa/en/images/products/askholmen-chair-outdoor-foldable-light-brown-stained-kloesan-blue__1035860_pe838192_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/askholmen-chair-outdoor-foldable-light-brown-stained-kloesan-blue__1035861_pe838206_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/askholmen-chair-outdoor-foldable-light-brown-stained-kloesan-blue__1063083_pe851212_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/askholmen-chair-outdoor-foldable-light-brown-stained-kloesan-blue__1063084_pe851218_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/askholmen-chair-outdoor-foldable-light-brown-stained-kloesan-blue__1035862_pe838194_s5.jpg?f=s,
1374,29930059,ASKHOLMEN,Outdoor furniture,603,No old price,FALSE,https://www.ikea.com/sa/en/p/askholmen-table-2-chairs-outdoor-light-brown-stained-s29930059/,Yes,"Table+2 chairs, outdoor, light brown stained",IKEA of Sweden,,,,https://www.ikea.com/sa/en/images/products/askholmen-table-2-chairs-outdoor-light-brown-stained__0735576_pe740060_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/askholmen-table-2-chairs-outdoor-light-brown-stained__0667574_pe713977_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/askholmen-table-2-chairs-outdoor-light-brown-stained__0907282_pe618999_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/askholmen-table-2-chairs-outdoor-light-brown-stained__0907274_pe616079_s5.jpg?f=s,
1626,39286153,ASKHOLMEN,Outdoor furniture,693,No old price,FALSE,https://www.ikea.com/sa/en/p/askholmen-table-2-chairs-outdoor-light-brown-stained-kuddarna-beige-s39286153/,Yes,"Table+2 chairs, outdoor, light brown stained/Kuddarna beige",IKEA of Sweden,,,,https://www.ikea.com/sa/en/images/products/askholmen-table-2-chairs-outdoor-light-brown-stained-kuddarna-beige__0666961_pe713780_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/askholmen-table-2-chairs-outdoor-light-brown-stained-kuddarna-beige__0906803_pe616562_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/askholmen-table-2-chairs-outdoor-light-brown-stained-kuddarna-beige__0907282_pe618999_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/askholmen-table-2-chairs-outdoor-light-brown-stained-kuddarna-beige__0907274_pe616079_s5.jpg?f=s,
1634,59286147,ASKHOLMEN,Outdoor furniture,693,No old price,FALSE,https://www.ikea.com/sa/en/p/askholmen-table-2-chairs-outdoor-light-brown-stained-kuddarna-grey-s59286147/,Yes,"Table+2 chairs, outdoor, light brown stained/Kuddarna grey",IKEA of Sweden,,,,https://www.ikea.com/sa/en/images/products/askholmen-table-2-chairs-outdoor-light-brown-stained-kuddarna-grey__0666962_pe713782_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/askholmen-table-2-chairs-outdoor-light-brown-stained-kuddarna-grey__0906803_pe616562_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/askholmen-table-2-chairs-outdoor-light-brown-stained-kuddarna-grey__0907282_pe618999_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/askholmen-table-2-chairs-outdoor-light-brown-stained-kuddarna-grey__0907274_pe616079_s5.jpg?f=s,
1643,79262329,ASKHOLMEN,Outdoor furniture,743,No old price,FALSE,https://www.ikea.com/sa/en/p/askholmen-table-and-2-folding-chairs-outdoor-light-brown-stained-froesoen-duvholmen-beige-s79262329/,Yes,"Table and 2 folding chairs, outdoor, light brown stained/Frösön/Duvholmen beige",Eva Lilja Löwenhielm/IKEA of Sweden,,,,https://www.ikea.com/sa/en/images/products/askholmen-table-and-2-folding-chairs-outdoor-light-brown-stained-froesoen-duvholmen-beige__0735578_pe740069_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/askholmen-table-and-2-folding-chairs-outdoor-light-brown-stained-froesoen-duvholmen-beige__0906803_pe616562_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/askholmen-table-and-2-folding-chairs-outdoor-light-brown-stained-froesoen-duvholmen-beige__0907282_pe618999_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/askholmen-table-and-2-folding-chairs-outdoor-light-brown-stained-froesoen-duvholmen-beige__0907274_pe616079_s5.jpg?f=s,
1966,49019705,ASKVOLL,Beds,895,300,TRUE,https://www.ikea.com/sa/en/p/askvoll-bed-frame-white-s49019705/,No,"Bed frame, white,",IKEA of Sweden/K Hagberg/M Hagberg,,,,https://www.ikea.com/sa/en/images/products/askvoll-bed-frame-white__0637517_pe698357_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/askvoll-bed-frame-white__1101944_pe866870_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/askvoll-bed-frame-white__0373217_ph123230_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/askvoll-bed-frame-white__0715493_ph151292_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/askvoll-bed-frame-white__1101945_pe866871_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/askvoll-bed-frame-white__0861340_pe566734_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/askvoll-bed-frame-white__0780402_pe759933_s5.jpg?f=s,
1971,49030500,ASKVOLL,Beds,"1,550",No old price,TRUE,https://www.ikea.com/sa/en/p/askvoll-bed-frame-white-leirsund-s49030500/,No,"Bed frame, white/Leirsund,",IKEA of Sweden/K Hagberg/M Hagberg,,,,https://www.ikea.com/sa/en/images/products/askvoll-bed-frame-white-leirsund__0637517_pe698357_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/askvoll-bed-frame-white-leirsund__0367617_pe549484_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/askvoll-bed-frame-white-leirsund__1101944_pe866870_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/askvoll-bed-frame-white-leirsund__0373217_ph123230_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/askvoll-bed-frame-white-leirsund__0715493_ph151292_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/askvoll-bed-frame-white-leirsund__1101945_pe866871_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/askvoll-bed-frame-white-leirsund__0861340_pe566734_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/askvoll-bed-frame-white-leirsund__0780383_pe759930_s5.jpg?f=s,
1973,79030508,ASKVOLL,Beds,"1,845",No old price,TRUE,https://www.ikea.com/sa/en/p/askvoll-bed-frame-white-leirsund-s79030508/,No,"Bed frame, white/Leirsund,",,,,,https://www.ikea.com/sa/en/images/products/askvoll-bed-frame-white-leirsund__0637517_pe698357_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/askvoll-bed-frame-white-leirsund__0367617_pe549484_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/askvoll-bed-frame-white-leirsund__1101944_pe866870_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/askvoll-bed-frame-white-leirsund__0373217_ph123230_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/askvoll-bed-frame-white-leirsund__0715493_ph151292_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/askvoll-bed-frame-white-leirsund__1101945_pe866871_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/askvoll-bed-frame-white-leirsund__0861340_pe566734_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/askvoll-bed-frame-white-leirsund__0780402_pe759933_s5.jpg?f=s,
1972,69494872,ASKVOLL,Beds,"1,195",No old price,TRUE,https://www.ikea.com/sa/en/p/askvoll-bed-frame-white-lindbaden-s69494872/,No,"Bed frame, white/Lindbåden,",Unknown,,,,https://www.ikea.com/sa/en/images/products/askvoll-bed-frame-white-lindbaden__0637517_pe698357_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/askvoll-bed-frame-white-lindbaden__0109628_pe259269_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/askvoll-bed-frame-white-lindbaden__1101944_pe866870_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/askvoll-bed-frame-white-lindbaden__0373217_ph123230_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/askvoll-bed-frame-white-lindbaden__0715493_ph151292_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/askvoll-bed-frame-white-lindbaden__1101945_pe866871_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/askvoll-bed-frame-white-lindbaden__0861340_pe566734_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/askvoll-bed-frame-white-lindbaden__0780402_pe759933_s5.jpg?f=s,
1974,89494871,ASKVOLL,Beds,"1,175",No old price,TRUE,https://www.ikea.com/sa/en/p/askvoll-bed-frame-white-lindbaden-s89494871/,No,"Bed frame, white/Lindbåden,",Unknown,,,,https://www.ikea.com/sa/en/images/products/askvoll-bed-frame-white-lindbaden__0637517_pe698357_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/askvoll-bed-frame-white-lindbaden__0109628_pe259269_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/askvoll-bed-frame-white-lindbaden__1101944_pe866870_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/askvoll-bed-frame-white-lindbaden__0373217_ph123230_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/askvoll-bed-frame-white-lindbaden__0715493_ph151292_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/askvoll-bed-frame-white-lindbaden__1101945_pe866871_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/askvoll-bed-frame-white-lindbaden__0861340_pe566734_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/askvoll-bed-frame-white-lindbaden__0780383_pe759930_s5.jpg?f=s,
1967,59030514,ASKVOLL,Beds,"1,445",No old price,TRUE,https://www.ikea.com/sa/en/p/askvoll-bed-frame-white-loenset-s59030514/,No,"Bed frame, white/Lönset,",IKEA of Sweden/K Hagberg/M Hagberg,,,,https://www.ikea.com/sa/en/images/products/askvoll-bed-frame-white-loenset__0637517_pe698357_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/askvoll-bed-frame-white-loenset__0243790_pe383073_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/askvoll-bed-frame-white-loenset__1101944_pe866870_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/askvoll-bed-frame-white-loenset__0373217_ph123230_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/askvoll-bed-frame-white-loenset__0715493_ph151292_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/askvoll-bed-frame-white-loenset__1101945_pe866871_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/askvoll-bed-frame-white-loenset__0861340_pe566734_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/askvoll-bed-frame-white-loenset__0780402_pe759933_s5.jpg?f=s,
4494,89393202,BACKSÄLEN,Armchairs & chaise longues,"1,840",No old price,TRUE,https://www.ikea.com/sa/en/p/backsaelen-1-5-seat-armchair-hallarp-grey-s89393202/,Yes,"1,5-seat armchair, Hallarp grey",Unknown,,,,https://www.ikea.com/sa/en/images/products/backsaelen-1-5-seat-armchair-hallarp-grey__0951643_pe801298_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/backsaelen-1-5-seat-armchair-hallarp-grey__0951644_pe801299_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/backsaelen-1-5-seat-armchair-hallarp-grey__0951645_pe801296_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/backsaelen-1-5-seat-armchair-hallarp-grey__0950623_pe800546_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/backsaelen-1-5-seat-armchair-hallarp-grey__1032848_pe837028_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/backsaelen-1-5-seat-armchair-hallarp-grey__1134550_pe878800_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/backsaelen-1-5-seat-armchair-hallarp-grey__1012882_pe829041_s5.jpg?f=s,
3827,79393207,BACKSÄLEN,Armchairs & chaise longues,"1,940",No old price,TRUE,https://www.ikea.com/sa/en/p/backsaelen-1-5-seat-armchair-katorp-natural-s79393207/,Yes,"1,5-seat armchair, Katorp natural",Unknown,,,,https://www.ikea.com/sa/en/images/products/backsaelen-1-5-seat-armchair-katorp-natural__0951640_pe801295_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/backsaelen-1-5-seat-armchair-katorp-natural__0987365_pe817507_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/backsaelen-1-5-seat-armchair-katorp-natural__0951642_pe801297_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/backsaelen-1-5-seat-armchair-katorp-natural__0950619_pe800548_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/backsaelen-1-5-seat-armchair-katorp-natural__0987383_pe817512_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/backsaelen-1-5-seat-armchair-katorp-natural__0987381_pe817511_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/backsaelen-1-5-seat-armchair-katorp-natural__1032849_pe837027_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/backsaelen-1-5-seat-armchair-katorp-natural__1134550_pe878800_s5.jpg?f=s,
812,19393154,BACKSÄLEN,Sofas,"2,745",No old price,TRUE,https://www.ikea.com/sa/en/p/backsaelen-3-seat-sofa-blekinge-white-s19393154/,Yes,"3-seat sofa, Blekinge white",Unknown,,,,https://www.ikea.com/sa/en/images/products/backsaelen-3-seat-sofa-blekinge-white__0950634_pe800555_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/backsaelen-3-seat-sofa-blekinge-white__0985520_pe816658_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/backsaelen-3-seat-sofa-blekinge-white__0985575_pe816677_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/backsaelen-3-seat-sofa-blekinge-white__0986633_pe817252_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/backsaelen-3-seat-sofa-blekinge-white__0985487_pe816644_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/backsaelen-3-seat-sofa-blekinge-white__0985496_pe816651_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/backsaelen-3-seat-sofa-blekinge-white__0952118_pe801552_s5.jpg?f=s,
930,10497132,BACKSÄLEN,Armchairs & chaise longues,545,No old price,TRUE,https://www.ikea.com/sa/en/p/backsaelen-cover-for-1-5-seat-armchair-blekinge-white-10497132/,Yes,"Cover for 1,5-seat armchair, Blekinge white",Andreas Fredriksson,57,5,38,https://www.ikea.com/sa/en/images/products/backsaelen-cover-for-1-5-seat-armchair-blekinge-white__0951637_pe801292_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/backsaelen-cover-for-1-5-seat-armchair-blekinge-white__0826799_pe776410_s5.jpg?f=s,
4460,40497263,BACKSÄLEN,Armchairs & chaise longues,645,No old price,TRUE,https://www.ikea.com/sa/en/p/backsaelen-cover-for-1-5-seat-armchair-hallarp-grey-40497263/,Yes,"Cover for 1,5-seat armchair, Hallarp grey",Andreas Fredriksson,57,5,38,https://www.ikea.com/sa/en/images/products/backsaelen-cover-for-1-5-seat-armchair-hallarp-grey__0951643_pe801298_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/backsaelen-cover-for-1-5-seat-armchair-hallarp-grey__0826814_pe776412_s5.jpg?f=s,
4459,10497231,BACKSÄLEN,Armchairs & chaise longues,745,No old price,TRUE,https://www.ikea.com/sa/en/p/backsaelen-cover-for-1-5-seat-armchair-katorp-natural-10497231/,Yes,"Cover for 1,5-seat armchair, Katorp natural",Andreas Fredriksson,57,4,38,https://www.ikea.com/sa/en/images/products/backsaelen-cover-for-1-5-seat-armchair-katorp-natural__0951640_pe801295_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/backsaelen-cover-for-1-5-seat-armchair-katorp-natural__0950195_pe800207_s5.jpg?f=s,
978,20497235,BACKSÄLEN,Armchairs & chaise longues,845,No old price,TRUE,https://www.ikea.com/sa/en/p/backsaelen-cover-for-2-seat-sofa-katorp-natural-20497235/,Yes,"Cover for 2-seat sofa, Katorp natural",Andreas Fredriksson,57,5,38,https://www.ikea.com/sa/en/images/products/backsaelen-cover-for-2-seat-sofa-katorp-natural__0950616_pe800545_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/backsaelen-cover-for-2-seat-sofa-katorp-natural__0950195_pe800207_s5.jpg?f=s,
921,497199,BACKSÄLEN,Armchairs & chaise longues,745,No old price,TRUE,https://www.ikea.com/sa/en/p/backsaelen-cover-for-3-seat-sofa-blekinge-white-00497199/,Yes,"Cover for 3-seat sofa, Blekinge white",Andreas Fredriksson,57,9,38,https://www.ikea.com/sa/en/images/products/backsaelen-cover-for-3-seat-sofa-blekinge-white__0950634_pe800555_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/backsaelen-cover-for-3-seat-sofa-blekinge-white__0826799_pe776410_s5.jpg?f=s,
4593,497255,BACKSÄLEN,Armchairs & chaise longues,845,No old price,TRUE,https://www.ikea.com/sa/en/p/backsaelen-cover-for-3-seat-sofa-hallarp-grey-00497255/,Yes,"Cover for 3-seat sofa, Hallarp grey",Andreas Fredriksson,57,8,38,https://www.ikea.com/sa/en/images/products/backsaelen-cover-for-3-seat-sofa-hallarp-grey__0950638_pe800559_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/backsaelen-cover-for-3-seat-sofa-hallarp-grey__0826814_pe776412_s5.jpg?f=s,
497,481198,BÄNKKAMRAT,Chairs,89,No old price,TRUE,https://www.ikea.com/sa/en/p/baenkkamrat-bench-pad-turquoise-00481198/,No,"Bench pad, turquoise,",Jennifer Idrizi,90,,50,https://www.ikea.com/sa/en/images/products/baenkkamrat-bench-pad-turquoise__0830878_pe777721_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/baenkkamrat-bench-pad-turquoise__0937445_pe793734_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/baenkkamrat-bench-pad-turquoise__0937447_pe793736_s5.jpg?f=s,
